id,first_name,last_name,email,gender,city,country,age,YOE,college_bool,uni_name,uni_tier,company_name,industry,sector,company_bio,location,valuation,profitable,growth_rate,funding_round,investor_no
64,Eldin,Kelway,ekelway1r@acquirethisname.com,Male,Boniewo,Poland,27,18,false,Andrzej Frycz Modrzewski Cracow College,3,Graham LLC,Oilfield Services/Equipment,Energy,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",454 Meadow Valley Pass,24396892,true,23,4,0
65,Dael,Lelande,dlelande1s@wikipedia.org,Female,Kouloúra,Greece,25,7,false,Technological Education Institute of Patras,2,Funk-Farrell,Major Banks,Finance,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.",2790 Northland Road,40746014,true,88,4,1
66,Larina,Fryers,lfryers1t@cbslocal.com,Female,San Pedro,Philippines,39,3,false,Philippine Normal University,1,"Jacobs, Bogisich and Stark",Major Banks,Finance,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",61 Wayridge Place,2384290,false,53,1,3
67,Franzen,Edwards,fedwards1u@sciencedirect.com,Male,Krajan Dukuhseti,Indonesia,20,12,true,Universitas Islam Syekh-Yusuf ,2,"Jaskolski, Schinner and O'Hara",Industrial Machinery/Components,Miscellaneous,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,680 Harper Terrace,29145398,false,5,1,1
68,Nikki,Beange,nbeange1v@behance.net,Female,Qohord-e Bālā,Iran,71,17,false,"Islamic Azad University, Semnan",1,"Cronin, Hansen and Stokes",Electrical Products,Technology,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",8059 Forster Road,18098750,true,86,2,2
69,Eveleen,Pegden,epegden1w@bbc.co.uk,Female,Gabi,Philippines,39,20,false,Bicol University,1,"Lockman, Jacobson and Tromp",Plastic Products,Consumer Non-Durables,Maecenas pulvinar lobortis est.,7734 Pond Pass,38023541,true,73,3,10
70,Vincent,Slyde,vslyde1x@gmpg.org,Male,Mikumi,Tanzania,29,11,true,University of Dodoma,1,"Steuber, Schmeler and Vandervort",Restaurants,Consumer Services,Aenean lectus. Pellentesque eget nunc.,00 Reinke Plaza,42414734,true,18,1,8
71,Darby,Labell,dlabell1y@imageshack.us,Male,Paracuru,Brazil,30,9,true,Universidade Federal do Ceará,3,Stehr Inc,Containers/Packaging,Consumer Durables,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",3482 Village Green Way,45533640,true,97,4,9
72,Genna,McGlashan,gmcglashan1z@123-reg.co.uk,Female,Solana,Philippines,30,1,true,Central Philippine University,1,Metz Group,Savings Institutions,Finance,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",118 2nd Point,18310774,true,30,2,5
73,Agneta,Hegges,ahegges20@nyu.edu,Female,Yuzhou,China,73,6,true,Jiangxi Agricultural University,2,Windler-Windler,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Nam tristique tortor eu pede.,8 Vermont Place,1993707,false,31,2,7
74,Clarita,Doche,cdoche21@patch.com,Female,Bahui,China,64,18,true,Central Academy of  Fine Art,1,Denesik-Wunsch,Oil & Gas Production,Energy,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,4 Springview Alley,26865669,false,78,4,0
75,Winny,Edson,wedson22@hao123.com,Male,Gebre Guracha,Ethiopia,35,0,false,Haramaya University,1,Funk LLC,Department/Specialty Retail Stores,Consumer Services,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",32 Quincy Crossing,28939962,true,10,1,4
76,Mycah,Vardy,mvardy23@tamu.edu,Male,Hradec Králové,Czech Republic,57,3,false,University of Veterinary and Pharmaceutical Science,3,Quitzon and Sons,Office Equipment/Supplies/Services,Miscellaneous,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",5884 Almo Parkway,6072144,true,68,4,2
77,Terri,Arlidge,tarlidge24@noaa.gov,Male,Honoria,Peru,44,1,false,Universidad Nacional del Altiplano,3,Lockman and Sons,n/a,n/a,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",54 Dorton Road,10445325,false,59,1,2
78,Jimmie,Smellie,jsmellie25@i2i.jp,Agender,Japerejo,Indonesia,34,14,true,"Universitas Pembangunan Nasional ""Veteran"" East Java",3,Bartell-Deckow,n/a,n/a,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6 Hanover Plaza,24805480,true,57,2,9
79,Eleonora,Reddan,ereddan26@blogger.com,Female,Kaiyuan,China,56,1,false,Southwest Jiaotong University,1,Botsford LLC,n/a,n/a,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",35012 Cottonwood Crossing,21381459,true,7,1,3
80,Cicely,Bicknell,cbicknell27@ustream.tv,Female,Ra-ngae,Thailand,25,1,false,Mahidol University International College,2,Mraz LLC,Major Banks,Finance,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",960 Everett Avenue,1637229,false,84,4,5
81,Jorgan,Rogers,jrogers28@webmd.com,Male,Jiancheng,China,51,1,true,Ningxia University,3,Rolfson and Sons,n/a,n/a,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",81 Erie Plaza,34185417,false,54,4,4
82,Prentiss,Anstead,panstead29@photobucket.com,Male,East Migpulao,Philippines,56,18,true,Notre Dame of Marbel University,2,Erdman-Mohr,n/a,n/a,Nulla mollis molestie lorem.,51048 Welch Plaza,10445679,true,66,4,5
83,Garner,Seger,gseger2a@dmoz.org,Male,Rybinsk,Russia,71,15,false,Academy of Management and Entrepreneurship,2,"Torphy, Ruecker and Pfannerstill",Major Banks,Finance,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",8 Mallory Circle,21094535,true,72,4,10
84,Katinka,Pietruszka,kpietruszka2b@craigslist.org,Female,Velká nad Veličkou,Czech Republic,66,17,false,Czech University of Agriculture Prague,2,Kozey LLC,Computer Software: Prepackaged Software,Technology,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",54 Blaine Junction,10962357,false,35,4,8
85,Ulla,Maxweell,umaxweell2c@rediff.com,Female,Pestovo,Russia,38,19,true,Higher School of Economics,1,"Hane, Ratke and Koelpin",Investment Managers,Finance,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1344 Talisman Road,40977599,false,58,4,8
86,Adamo,Rosoni,arosoni2d@google.nl,Male,Chelu,China,16,2,false,Southwest University of Political Science and Law,2,Runolfsson and Sons,Savings Institutions,Finance,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1770 Tomscot Court,365795,false,96,4,5
87,Orly,Sibthorpe,osibthorpe2e@g.co,Female,Umm Ruwaba,Sudan,53,6,true,Elrazi College Of Medical & Technological Sciences,3,Kirlin-Beer,"Computer Software: Programming, Data Processing",Technology,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",7 Westerfield Park,11211467,false,84,1,7
88,Ric,Tidy,rtidy2f@latimes.com,Male,San Juan,Philippines,69,2,true,Liceo de Cagayan University,3,"Auer, Zboncak and Quigley",Office Equipment/Supplies/Services,Consumer Durables,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",74650 Elmside Junction,41182079,false,84,2,7
89,Caz,Wike,cwike2g@cnet.com,Genderfluid,Plymouth,Montserrat,62,13,false,"University of Science, Arts and Technology",3,Gulgowski and Sons,n/a,n/a,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,67013 Eagan Circle,39432132,true,75,4,9
90,Isabeau,Donnersberg,idonnersberg2h@symantec.com,Female,Lodwar,Kenya,66,20,true,Riara University School of Business and Law,3,Tremblay LLC,n/a,n/a,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.",8 Arkansas Street,25537458,true,94,3,0
91,Christoper,Messruther,cmessruther2i@webs.com,Male,Rikitea,French Polynesia,64,20,true,Université de la Polynésie Française,3,Brakus-Becker,Oil Refining/Marketing,Energy,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",7 Kim Street,43173843,true,41,4,9
92,Malachi,Shimmings,mshimmings2j@bbc.co.uk,Male,Almere Haven,Netherlands,34,3,true,Hogeschool Inholland,1,"Dooley, Roberts and Walker",Hospital/Nursing Management,Health Care,Pellentesque at nulla. Suspendisse potenti.,753 Northfield Point,15997257,true,91,4,0
93,Kai,Kob,kkob2k@tinypic.com,Female,Guoduwan,China,36,2,true,Suzhou University,2,"Tremblay, Kozey and Powlowski",Real Estate,Finance,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",07 Becker Point,28193242,true,57,3,7
94,Neila,Colcomb,ncolcomb2l@mit.edu,Female,Changjiang,China,65,5,true,Nanjing University of Science and Technology,3,"Watsica, Parisian and Yost",Major Pharmaceuticals,Health Care,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",9189 Del Sol Pass,48828578,false,31,2,0
95,Derk,Please,dplease2m@columbia.edu,Male,Hexi,China,61,3,false,University of International Business and Economics,1,"Little, Lehner and Waters",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,885 Eastwood Point,3814752,false,98,3,3
96,Reid,Fernier,rfernier2n@ted.com,Male,Shijing,China,16,9,true,Shenyang Pharmaceutical University,2,Conroy-Leffler,Semiconductors,Technology,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,9607 Briar Crest Terrace,11765130,true,24,2,2
97,Millard,Hazeldine,mhazeldine2o@linkedin.com,Male,Gayam,Indonesia,72,18,true,Abfi Institute Perbanas Jakarta,2,"Little, Cummerata and O'Conner",Major Banks,Finance,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",240 Chive Street,6905963,true,8,2,2
98,Darla,Hubeaux,dhubeaux2p@reference.com,Female,Platičevo,Serbia,22,10,false,University of Novi Sad,2,Jenkins-Hudson,Oil & Gas Production,Energy,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",372 Amoth Street,12691162,true,74,2,3
99,Nicoline,Hulse,nhulse2q@merriam-webster.com,Female,Kuiyong,China,47,16,false,Yunnan Normal University,3,"Klein, Pollich and Johnston",Real Estate Investment Trusts,Consumer Services,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",49 Heath Terrace,36737059,true,22,4,1
100,Aymer,Heffron,aheffron2r@irs.gov,Male,Dumingag,Philippines,64,16,true,University of Nueva Caceres,2,"Aufderhar, Glover and Rowe",Agricultural Chemicals,Basic Industries,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",8134 Farwell Point,3356296,true,9,1,3
101,Desi,Woodman,dwoodman2s@berkeley.edu,Male,Pôsto Fiscal Rolim de Moura,Brazil,66,19,true,Universidade Federal de Sergipe,2,"Pfeffer, Willms and Ritchie",Major Banks,Finance,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,0334 Monica Point,45122063,true,80,1,1
102,Quillan,O'Corren,qocorren2t@pen.io,Male,Itaperuna,Brazil,42,2,false,Universidade Federal de Minas Gerais,1,"Abshire, Koch and Kuvalis",Oil Refining/Marketing,Energy,Duis at velit eu est congue elementum.,40 Pawling Center,48499280,false,44,2,9
103,Jeffy,Cleeves,jcleeves2u@gravatar.com,Male,Anibare,Nauru,24,4,true,Omsk State Medicical Academy,1,Connelly LLC,Property-Casualty Insurers,Finance,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",4 Nevada Trail,4745137,false,93,4,7
104,Clemmy,Caddies,ccaddies2v@sina.com.cn,Female,Nauchnyy Gorodok,Russia,69,20,false,Ural State Conservatory,1,Brakus-Reilly,Major Banks,Finance,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",3711 Maple Center,40477305,true,10,2,5
105,Ichabod,Prest,iprest2w@salon.com,Male,Santiago,Paraguay,43,11,true,Universidad Autónoma del Paraguay,3,"Muller, Monahan and Tromp",Other Consumer Services,Consumer Services,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,3 Starling Park,31028045,true,35,3,2
106,Inessa,Vise,ivise2x@mapy.cz,Female,Starcevica,Bosnia and Herzegovina,68,4,false,International University of Sarajevo,3,"Cartwright, Mraz and Leannon",n/a,n/a,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",80 Swallow Place,4204647,true,22,2,4
